Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort,,,,,,,
Bildung,Völle - FZT Völkerfreundschaft,vollständig,nein,nein,teilweise,Stuttgarter Allee 9,4209,Leipzig,"Mo - Fr  15.00 - 22.00 Uhr
Sa          15.00 - 20.00 Uhr",12.2915539,51.3156074,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,93,ja,nein,0,140,195,57,122,56,34,nein,ja,nein,nein,ja,"offener Jugendtreff;
verschiedene Jugendprojekte;
Diskotheken;
Seniorengymnastik",,,,,,,
Bildung,"Werk II, Glasbläserei",teilweise,nein,nein,vollständig,Kochstr. 132,4277,Leipzig,"offene Werkstatt:
Mo  14.00 - 17.00 Uhr  (Kinder)
Di    16.00 - 18.00 Uhr  (Jugend und Senioren)
Mi    14.00 - 17.00 Uhr (Kinder)

und nach Vereinbarung

Vor Erstbesuch bitte telefonisch anmelden",12.3716073,51.3101281,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,,80,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,ja,1,11,nein,nein,nein,94,ja,ja,113,148,314,70,145,70,100,ja,nein,nein,nein,ja,Beh.- WC im Bereich der Herrentoiletten (1 Stufe),,,,,,,
Bildung,"Werk II, Halle A",teilweise,nein,nein,vollständig,Kochstr. 132,4277,Leipzig,"Infobüro: Mo  10.00 - 18.00 Uhr
Di  12.00 - 18.00 Uhr
Mi - Fr  10.00 - 18.00 Uhr",12.3716073,51.3101281,nein,nein,0,nein,0,,ja,1,11,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,113,148,314,70,145,70,100,ja,nein,nein,nein,ja,Beh.-WC im Bereich der Herrentoiletten,,,,,,,
Bildung,"Werk II, Keramikwerkstatt",teilweise,nein,nein,vollständig,Kochstr. 132,4277,Leipzig,"offene Werkstatt:
Mo  13.00 - 17.00 Uhr und 18.00 - 20.00 Uhr 
Di   17.00 - 19.00 Uhr  
Mi    15.00 - 17.00 Uhr  und 18.00 - 20.30 Uhr

und nach Vereinbarung

Vor Erstbesuch bitte telefonisch informieren.",12.3716073,51.3101281,nein,nein,0,nein,0,,ja,1,12,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,84,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,ja,1,11,nein,nein,nein,94,ja,ja,113,148,314,70,145,70,100,ja,nein,nein,nein,ja,"Beh.- WC im Bereich der Herrentoiletten 
( Stufe = 11 cm )",,,,,,,
Bildung,Autokino auf der alten Messe,vollständig,nein,nein,nein,Prager Str. / Alte Messe,4317,Leipzig,,12.4055689,51.319998,ja,ja,0,ja,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,200,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,nein,,,,,,,,
Bildung,Cineplex am ALLEE-CENTER,vollständig,nein,ja,vollständig,Ludwigsburger Str. 13,4209,Leipzig,"Mo - Do  14.00 - 20.00 Uhr
Fr   14.00 - 23.00 Uhr
Sa  10.30 - 12.00 Uhr  und  14.00 - 23.30 Uhr
So  10.30 - 12.00 Uhr  und  14.00 - 20.30 Uhr",12.2893429,51.3205873,ja,nein,0,ja,10,Parkdeck,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,,200,nein,nein,nein,nein,ja,nein,nein,ja,0,130,nein,150,150,140,100,Kasse oder Saaldienst,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,0,300,250,70,100,70,100,nein,ja,ja,ja,ja,"Fahrstuhlbenutzung bitte anmelden; 6 Kinosäle über Treppenlifte zu erreichen;
Hörschleifen in den Kinosälen - bei Vorbestellung Anschluß in jedem Saal möglich; Filmangebote für Hörgeschädigte mit Untertiteln, für Sehgeschädigte mit Filmerklärung;",,,,,,,
Bildung,CineStar im Petersbogen,vollständig,ja,nein,vollständig,Petersstr. 44,4109,Leipzig,"Kassenöffnungszeiten:
täglich von 13.30 - 23.30 Uhr
Sa, So bereits ab 10.30 Uhr",12.3742164,51.3375369,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,,160,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,220,91,85,an der Kasse,ja,ja,nein,0,0,nein,nein,nein,105,ja,ja,0,162,175,70,95,70,95,nein,nein,nein,nein,ja,"für Liftbenutzung bitte an der Kasse melden;
Kinosäle 1,2,3,4 mit je drei Rollstuhlplätzen,
Kinosäle 5,6,7,8 mit je zwei Rollstuhlplätzen;
Behindertentoiletten im 2. Und 4. Obergeschoß, Beckenhöhe 48 cm;",,,,,,,
Bildung,die nato - Soziokulturelles Zentrum,vollständig,nein,nein,vollständig,Karl-Liebknecht-Str. 48,4275,Leipzig,täglich ab 18.30 Uhr,12.37334,51325,ja,ja,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,10,150,180,70,95,70,97,nein,nein,nein,nein,ja,Live- und / oder Kinoprogramm und Gastronomie,,,,,,,
Bildung,Kinobar Prager Frühling,teilweise,ja,nein,teilweise,Bernhard-Göring-Str. 152,4277,Leipzig,"Vorführung täglich:
17.30 Uhr, 20 Uhr und 22.15 Uhr",12.3761968,51.3110022,ja,ja,2,nein,0,,ja,7,18,nein,nein,nein,ja,,ja,680,53,120,ja,ja,nein,ja,links neben dem Eingang,nein,108,85,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,91,92,,ja,ja,nein,0,0,nein,nein,nein,95,ja,ja,45,200,173,71,47,71,98,nein,ja,nein,nein,ja,"Zugang über Rampe und Aufzug nur während der Geschäftszeiten des Hauses der Demokratie möglich oder nach vorheriger Anmeldung, 
für Zugang zum Behinderten-WC beim Personal melden",,,,,,,
Bildung,Passage Kinos Betriebs GmbH,nein,nein,nein,teilweise,Hainstr. 19 a,4109,Leipzig,"Mo - Fr  14.30 bis ca. 24.30 Uhr
Sa, So   10.30 bis ca. 24.30 Uhr
in Ferien und an Feiertagen: 10.30 bis ca. 24.00 Uhr",12.3728248,51.3420941,ja,ja,2,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,86,ja,ja,0,100,145,60,86,60,23,nein,nein,nein,nein,ja,Parkplätze - Zugang Große Fleischergasse,,,,,,,
Bildung,UCI Kinowelt Nova Eventis,vollständig,nein,nein,teilweise,Merseburger Str. 17 a,6254,Günthersdorf,"Vorstellungsbeginn: 
Mo - Fr   ab 14 Uhr
Sa, So   ab 9.30 Uhr
Ferien und Feiertage  ab 9.30 Uhr",12.1728429,51.3469617,ja,ja,0,ja,0,,nein,6,14,ja,ja,nein,ja,,ja,1400,90,180,ja,nein,nein,nein,,nein,0,220,ja,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,100,ja,ja,90,150,200,70,70,70,90,ja,nein,nein,nein,nein,Eisbar und Verkaufstheke,,,,,,,
Bildung,ARENA Leipzig,vollständig,nein,nein,vollständig,Am Sportforum 1,4105,Leipzig,,12.3540784,51.3421529,ja,ja,5,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,110,ja,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,45,200,250,70,95,70,95,ja,nein,nein,nein,ja,mehrere Behinderten-WC für Besucher und für Sportler,,,,,,,
Bildung,Eventpalast in der Messehalle 16,teilweise,ja,nein,nein,Puschstr. 10 ,4103,Leipzig,,12.4000043,51.3164616,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,ja,ebenerdiger Zugang zum Freisitz links neben Haupteingang,,nein,0,0,0,nein,nein,nein,nein,,nein,0,86,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,210,110,110,,ja,ja,nein,0,0,nein,nein,nein,86,ja,nein,0,170,120,70,100,70,100,nein,nein,ja,ja,ja,Führhund kann mitgebracht werden, große Schrift bei gastronomischen Angeboten, Mitarbeiter kennen Grundbegriffe der Gebärdensprache, zwei Behinderten-WC ohne Haltegriffe (Schlüssel an Kaffeebar),,,
Bildung,Gewandhaus zu Leipzig - Konzerthaus,vollständig,nein,ja,teilweise,Augustusplatz 8,4109,Leipzig,"Öffnung Foyer und Kasse:
Mo - Fr  10.00 - 18.00 Uhr bis Konzertbeginn
Sa          10.00 - 14.00 Uhr sowie immer eine Std. vor Konzertbeginn",12.3804103,51.3378206,ja,ja,2,nein,,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,,145,nein,nein,nein,nein,ja,nein,nein,ja,0,108,nein,120,185,145,138,,ja,ja,nein,0,0,nein,nein,nein,82,ja,ja,0,200,130,70,85,70,91,ja,nein,ja,ja,ja,"Parkmöglichkeit in Tiefgarage, Lift ab Ebene 1 zum Gewandhaus; Induktionsschleifen im Großen und Kleinen Saal; Hörgerät auf Telefon/Induktion stellen;
mehrere Behindertentoiletten (unterschiedliche Zugängigkeit) mit Euro-Schlüssel nutzbar; BF-Hund erlaub",,,,,,,
Bildung,Gohliser Schlösschen,teilweise,nein,nein,teilweise,Menckestr. 23,4155,Leipzig,"kostenpflichtige Führungen sonntags 11 Uhr und mittwochs 15 Uhr;
Konzerte sonntags  15 Uhr;
Sonderführungen nach Absprache;
Rollstuhlfahrer bitte anmelden",12.36458,51.35678,ja,nein,0,nein,0,,ja,2,17,nein,nein,nein,ja,,ja,100,32,0,nein,nein,nein,ja,Pforte Menckestr.,ja,135,130,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,ja,0,0,nein,nein,nein,80,ja,nein,0,130,134,56,95,56,60,nein,ja,nein,nein,ja,"Eingang Menckestr. zum Haupthaus mit mobilen Spurrampen; Ausstellungen und Gaststätte vom  
Poetenweg aus zu erreichen; Behindertentoilette in der Gaststätte (s. Angaben zum WC)",,,,,,,
Bildung,Gohliser Schlösschen - Sommertheater,vollständig,nein,nein,nein,Poetenweg,4155,Leipzig,nach Veranstaltungsplan,12.3634564,51.3562505,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,ja,,,,,,,,
Bildung,Haus Auensee - Konzertsaal,vollständig,nein,nein,teilweise,Gustav-Esche-Str. 4,4159,Leipzig,,12.315246,51.3702683,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,ja,1100,30,0,nein,nein,nein,nein,,nein,0,95,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,90,ja,nein,0,160,160,70,97,70,67,nein,ja,nein,nein,ja,Rollstuhlfahrer wenden sich bitte an den Sicherheitsdienst, eine rechtsanfahrbare Damen- und eine linksanfahrbare Herren-Behindertentoilette (Maße gespiegelt),,,,,,
Bildung,Haus des Buches,vollständig,nein,ja,teilweise,Gerichtsweg 28,4103,Leipzig,"Mo - Fr  9.00 - 19.00 Uhr
und zu den Veranstaltungen entsprechend Monatsveranstaltungsplan",12.3925282,51.3344334,ja,nein,0,ja,4,Tiefgarage,nein,0,0,nein,nein,nein,ja,"Prager Straße, Verbindung ""Turm"" und ""Kamm""",nein,0,0,0,nein,nein,nein,ja,an der Loge vor dem Hausbriefkasten,nein,125,115,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,85,150,90,90,Rezeption,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,0,300,160,300,160,100,160,nein,nein,ja,nein,ja,"Hörschleifen im Saal;
Unterstützung und Erklärung von der Rezeption aus;
""Literaturcafé""  im Hause",,,,,,,
Bildung,HAUS LEIPZIG,vollständig,ja,nein,teilweise,Elsterstr. 22 - 24,4109,Leipzig,,12.3646862,51.3404665,ja,ja,1,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,,,,ja,ja,nein,nein,,nein,0,103,nein,nein,nein,nein,ja,ja,nein,ja,0,90,nein,110,210,110,110,,ja,ja,nein,0,0,nein,nein,nein,92,ja,nein,0,160,160,70,73,70,90,nein,nein,nein,nein,ja,"Behindertenparkplatz auf dem REWE-Parkplatz;
ein zweiter Aufzug zur Galerie;
Behinderten-WC im Foyer",,,,,,,
Bildung,Kohlrabizirkus Leipzig,vollständig,nein,nein,teilweise,An den Tierkliniken 42-46,4103,Leipzig,je nach Veranstaltungsplan,12.389359,51.320662,ja,ja,0,ja,10,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,40,170,170,70,16,70,91,nein,ja,nein,ja,ja,"Blindenführhunde dürfen mitgeführt werden;
jeweils ein Behinderten-WC für Damen und Herren",,,,,,,
Bildung,Kongresshalle am ZOO,teilweise,nein,ja,vollständig,Pfaffendorfer Str. 31,4105,Leipzig,,12.3721819,51.3498153,ja,ja,3,nein,0,,nein,0,0,nein,nein,nein,nein,,ja,1150,77,0,nein,nein,ja,nein,,nein,0,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,90,140,99,99,Todmannschaltung,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,20,152,170,70,106,70,107,nein,ja,nein,nein,nein,"Hauptzugang (Südeingang) mittels Schrägen, dann Treppenplattformlift mit Todmannschaltung (Bedienknopf während der Fahrt ständig gedrückt halten)
Nordeingang eben, dann sofort Treppenplattformlift mit Todmannschaltung
Behindertentoiletten im UG",,,,,,,
Bildung,Leipziger Messe GmbH - Neues Messegelände,vollständig,ja,nein,vollständig,Messeallee 1,4356,Leipzig,,12.3992981,51.3956861,ja,ja,0,ja,15,,nein,0,0,ja,ja,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,150,nein,ja,nein,nein,nein,nein,nein,ja,0,100,nein,123,150,85,85,,ja,ja,nein,0,0,nein,nein,nein,95,ja,ja,0,148,300,70,107,70,143,nein,ja,nein,nein,ja,"Behindertenparkplätze auf den Besucherparkplätzen Osteingang und am CCL;
mehrere Restaurants und Imbissangebote",,,,,,,
Bildung,Lofft - Theaterhaus,vollständig,nein,nein,teilweise,Lindenauer Markt 21,4177,Leipzig,"Lofft - Theater lt. Spielplan, Karten im Vorverkauf bei CULTON Tickets ( www.culton.de) oder eine halbe Stunde vor Vorstellungsbeginn",12.3332428,51.3377819,nein,nein,,nein,0,,nein,5,18,ja,ja,nein,ja,,ja,975,63,120,nein,nein,nein,ja,Eingangstür,nein,60,97,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,109,ja,ja,85,134,333,70,96,70,96,nein,ja,nein,nein,ja,,,,,,,,
Bildung,Parkbühne im Bretschneider-Park,vollständig,nein,nein,nein,Baaderstr. / Ecke Kleiststr.,4157,Leipzig,Mai bis Oktober je nach Veranstaltung,12.3805322,51.3715458,ja,ja,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,420,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,ja,1,5,nein,nein,nein,55,ja,nein,0,70,109,82,34,82,38,nein,nein,nein,nein,ja,"Toiletten ca. 60 m außerhalb des Geländes;
Herrentoilette mit 1 Stufe - 14 cm Höhe",,,,,,,
Bildung,Parkbühne im Clara-Zetkin-Park,vollständig,nein,nein,nein,Clara-Zetkin-Park,4207,Leipzig,je nach Veranstaltungsplan,12.3468948,51.3367049,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,ja,durch Wirtschaftseingang rechts neben Haupteingang über Kleinschotterweg,,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,58,ja,nein,0,65,72,56,24,56,14,nein,ja,nein,nein,ja,"Rollstuhlfahrer melden sich bitte beim Personal;
Behindertentoiletten befinden sich im Umkreis der Bühne in Gaststätte ""Glashaus"" (beidseitig anfahrbar mit 118 cm Wendekreis vor dem WC-Becken) bzw. - Deceaux-WC( links anfahrbar) zw. Bühne und Glashaus",,,,,,
Bildung,Schumann - Saal im Schumann - Haus,vollständig,ja,nein,teilweise,Inselstr. 18,4103,Leipzig,lt. Veranstaltungsplan,12.39119,51.34057,nein,nein,0,nein,0,,nein,,,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,120,140,107,97,,ja,ja,nein,0,0,nein,nein,nein,93,ja,nein,0,130,170,70,138,70,20,nein,ja,nein,ja,ja,"Bei Kartenbestellung bitte Platzwunsch (z.B. am Rande) angeben;
Blindenführhund kann mitgeführt werden",,,,,,,
Bildung,TELEGRAPH - Club,nein,nein,nein,nein,Dittrichring 18 - 20,4109,Leipzig,lt. Veranstaltungsplan,12.371739,51.341102,ja,ja,1,nein,0,,ja,18,15,ja,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,83,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,69,ja,nein,0,147,70,47,25,43,39,nein,nein,nein,nein,nein,Behinderten-WC im Erdgeschoss,,,,,,,
Bildung,Theaterhaus,vollständig,nein,nein,teilweise,Lindenauer Markt 21,4177,Leipzig,,12.3332428,51.3377819,nein,nein,0,nein,0,,nein,5,18,ja,ja,nein,ja,,ja,975,63,120,nein,nein,nein,ja,,nein,0,97,nein,ja,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,109,ja,ja,85,134,333,70,96,70,96,nein,ja,nein,nein,nein,,,,,,,,
Bildung,Musikalische Komödie - Haus Dreilinden,teilweise,nein,nein,teilweise,Dreilindenstr. 30,4177,Leipzig,"Kasse: 
Di - Fr  16 - 19 Uhr sowie 1 Std. vor Vorstellungsbeginn",12.3391815,51.3361788,ja,ja,2,nein,0,,nein,4,17,ja,ja,nein,ja,Treppenlift (BxT: 70 x 100 cm) im Personaleingang rechts neben Haupteingang,,nein,0,0,0,nein,nein,nein,ja,beim Pförtner Personaleingang,nein,0,86,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,10,160,170,70,75,70,100,nein,ja,ja,nein,ja,"Induktionsschleife im gesamten Saal, 2 Rollstuhl-Stellplätze; Achtung - Dreilindenstraße  ist Einbahnstraße vom Lindenauer Markt aus;",,,,,,
Bildung,Oper Leipzig,vollständig,ja,nein,teilweise,Augustusplatz 12,4109,Leipzig,"Telefonservice:
Mo bis Fr: 10 - 20 Uhr, Sa: 10 - 18 Uhr ;
Di - Fr 16 - 20 Uhr zusätzlich (0341) 1 26 11 15
Vorverkaufskassen:
Mo bis Fr: 10-20 Uhr, Sa: 10-18 Uhr,
Abendkasse: 
öffnet 1 Stunde vor der Vorstellung.

Bei Kartenkauf bitte Voranmeldung für Rollstuhlplatz - bei größerem Bedarf möglichst zeitige Anmeldung. Karten können auch am Veranstaltungstag bis spätestens 30 Min. vor Vorstellungsbeginn an der Abendkasse eingelöst werden.",12.3823306,51.3405775,ja,ja,0,ja,3,Tiefgarage Augustusplatz,nein,0,0,nein,nein,nein,ja,Rollstuhlfahrereingang mit 8% Schräge am Seiteneingang Goethestraße - bitte läuten - Sie werden begleitet,,nein,,,0,nein,nein,nein,ja,am linken Seiteneingang,ja,110,95,nein,nein,nein,nein,ja,nein,nein,ja,0,140,nein,140,220,85,90,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,0,150,160,70,102,70,85,ja,ja,ja,ja,ja,"Zugang von der Tiefgarage mit  Aufzug; 6 -8 Rollstuhlfahrerplätze im Parkett; Induktionsschleifen  - Hörgeräte bitte auf Telefon bzw. Induktion stellen; baugleiche Behindertentoiletten (D),(H) im Foyerbereich; Schräge im Rang Lift -Konzertfoyer 10 %, Hund",,,,,,
Bildung,Puppentheater STERNTALER,nein,nein,nein,nein,Talstr. 30,4103,Leipzig,Vorstellungen siehe Veranstaltungsplan,12.38523,51.33319,ja,ja,0,nein,0,,ja,3,11,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,83,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,70,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,ja,"Theater bietet max. 60 Plätze ohne feste Bestuhlung
Herren-WC-Tür 80 cm breit",,,,,,,
Bildung,Schille - Theaterhaus des Evangelischen Schulzentrums,teilweise,nein,nein,teilweise,Otto-Schill-Str. 7 HH,4109,Leipzig,nach Spielplan oder Sonderveranstaltungen,12.3694406,51.337982,nein,nein,,nein,0,,ja,1,15,nein,nein,nein,ja,mobile Rampe,ja,70,15,150,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,110,ja,nein,0,120,150,60,90,60,15,nein,nein,nein,nein,ja,,,,,,,,
Bildung,Theater fact,teilweise,nein,nein,nein,Hainstr. 1 ,4109,Leipzig,"Fr - Mo  20.00 Uhr bis ?
So  19.00 Uhr bis ?",12.37403,51.34122,nein,nein,0,nein,0,,nein,0,0,ja,ja,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,77,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,64,ja,nein,0,86,86,55,27,55,27,nein,ja,nein,nein,ja,,,,,,,,
Bildung,"Kabarett ""academixer""",vollständig,nein,ja,teilweise,Kupfergasse 2,4109,Leipzig,"Kasse: 
Mo - Sa  13.00 - 20.15 Uhr
So  18.00 - 20.15 Uhr",12.3764192,51.3379794,nein,nein,0,nein,0,,nein,28,17,nein,ja,ja,ja,Aufzug im Durchgang Kupfergasse-Innenhof-Neumarkt,nein,0,0,0,nein,nein,nein,nein,,nein,0,145,nein,nein,nein,nein,nein,ja,nein,ja,0,90,nein,105,160,100,85,an der Kasse,ja,nein,nein,0,0,nein,nein,nein,94,ja,ja,90,133,242,75,24,75,190,nein,ja,nein,nein,ja,"Aufzugsberechtigter an der Kasse;
Kassenbereich ebenerdig, Spielstätte im Keller;
2 Rollstuhlstellplätze ebenerdig, weitere nach Voranmeldung möglich",,,,,,,
